timestamp,ch,can_id,type,dlc,data_hex
2026-07-05 16:43:45.913,CAN1,003,FD,10,73 09 00 E6 BC BB 55 3E 9D BF 00 00 30 E1 65 01
2026-07-05 16:43:46.137,CAN1,003,FD,10,73 09 00 E7 BC BB 55 3E 9D BF 00 00 30 E1 65 01
2026-07-05 16:43:46.362,CAN1,003,FD,10,73 09 00 E8 BC BB 55 3E AC BF 00 00 30 A8 65 01
2026-07-05 16:43:46.586,CAN1,003,FD,10,73 09 00 E9 BC BB 55 3E 93 BF 00 00 30 43 65 01
2026-07-05 16:43:46.812,CAN1,003,FD,10,73 09 00 EA BC BB 55 3E 8D BF 00 00 30 9D 65 01
2026-07-05 16:43:47.036,CAN1,003,FD,10,73 09 00 EB BC BB 55 3E AC BF 00 00 30 A8 65 01
2026-07-05 16:43:47.261,CAN1,003,FD,10,73 09 00 EC BC BB 55 3E 98 BF 00 00 30 33 65 01
2026-07-05 16:43:47.485,CAN1,003,FD,10,73 09 00 ED BC BB 55 3E AC BF 00 00 30 A8 65 01
2026-07-05 16:43:47.711,CAN1,003,FD,10,73 09 00 EE BC BB 55 3E A1 BF 00 00 30 44 65 01
2026-07-05 16:43:47.935,CAN1,003,FD,10,73 09 00 EF BC BB 55 3E 95 BF 00 00 30 DF 65 01
2026-07-05 16:43:48.160,CAN1,003,FD,10,73 09 00 F0 BC BB 55 3E 8B BF 00 00 30 01 65 01
2026-07-05 16:43:48.384,CAN1,003,FD,10,73 09 00 F1 BC BB 55 3E 8C BF 00 00 30 50 65 01
2026-07-05 16:43:48.610,CAN1,003,FD,10,73 09 00 F2 BC BB 55 3E 9B BF 00 00 30 7D 65 01
2026-07-05 16:43:48.834,CAN1,003,FD,10,73 09 00 F3 BC BB 55 3E 9D BF 00 00 30 E1 65 01
2026-07-05 16:43:49.058,CAN1,003,FD,10,73 09 00 F4 BC BB 55 3E 9E BF 00 00 30 AF 65 01
2026-07-05 16:43:49.283,CAN1,003,FD,10,73 09 00 F5 BC BB 55 3E 9B BF 00 00 30 7D 65 01
2026-07-05 16:43:49.508,CAN1,003,FD,10,73 09 00 F6 BC BB 55 3E 93 BF 00 00 30 43 65 01
2026-07-05 16:43:49.733,CAN1,003,FD,10,73 09 00 F7 BC BB 55 3E 80 BF 00 00 30 71 65 01
2026-07-05 16:43:49.957,CAN1,003,FD,10,73 09 00 F8 BC BB 55 3E 8C BF 00 00 30 50 65 01
2026-07-05 16:43:50.182,CAN1,003,FD,10,73 09 00 F9 BC BB 55 3E 8F BF 00 00 30 1E 65 01
2026-07-05 16:43:50.407,CAN1,003,FD,10,73 09 00 FA BC BB 55 3E 8F BF 00 00 30 1E 65 01
2026-07-05 16:43:50.632,CAN1,003,FD,10,73 09 00 FB BC BB 55 3E A1 BF 00 00 30 44 65 01
2026-07-05 16:43:50.856,CAN1,003,FD,10,73 09 00 FC BC BB 55 3E 92 BF 00 00 30 8E 65 01
2026-07-05 16:43:51.081,CAN1,003,FD,10,73 09 00 FD BC BB 55 3E 9D BF 00 00 30 E1 65 01
2026-07-05 16:43:51.306,CAN1,003,FD,10,73 09 00 FE BC BB 55 3E 8F BF 00 00 30 1E 65 01
2026-07-05 16:43:51.531,CAN1,003,FD,10,73 09 00 FF BC BB 55 3E 8D BF 00 00 30 9D 65 01
2026-07-05 16:43:51.755,CAN1,003,FD,10,73 09 00 00 BC BB 55 3E 8E BF 00 00 30 D3 65 01
2026-07-05 16:43:51.980,CAN1,003,FD,10,73 09 00 01 BC BB 55 3E 8D BF 00 00 30 9D 65 01
2026-07-05 16:43:52.205,CAN1,003,FD,10,73 09 00 02 BC BB 55 3E 9F BF 00 00 30 62 65 01
2026-07-05 16:43:52.430,CAN1,003,FD,10,73 09 00 03 BC BB 55 3E 97 BF 00 00 30 5C 65 01
2026-07-05 16:43:52.654,CAN1,003,FD,10,73 09 00 04 BC BB 55 3E A0 BF 00 00 30 89 65 01
2026-07-05 16:43:52.878,CAN1,003,FD,10,73 09 00 05 BC BB 55 3E CD BF 00 00 30 74 65 01
2026-07-05 16:43:53.104,CAN1,003,FD,10,73 09 00 06 BC BB 55 3E BF BF 00 00 30 9A 65 01
2026-07-05 16:43:53.328,CAN1,003,FD,10,73 09 00 07 BC BB 55 3E C0 BF 00 00 30 98 65 01
2026-07-05 16:43:53.553,CAN1,003,FD,10,73 09 00 08 BC BB 55 3E A4 BF 00 00 30 96 65 01
2026-07-05 16:43:53.777,CAN1,003,FD,10,73 09 00 09 BC BB 55 3E AB BF 00 00 30 F9 65 01
2026-07-05 16:43:54.003,CAN1,003,FD,10,73 09 00 0A BC BB 55 3E C5 BF 00 00 30 4A 65 01
2026-07-05 16:43:54.227,CAN1,003,FD,10,73 09 00 0B BC BB 55 3E C4 BF 00 00 30 87 65 01
2026-07-05 16:43:54.452,CAN1,003,FD,10,73 09 00 0C BC BB 55 3E 94 BF 00 00 30 12 65 01
2026-07-05 16:43:54.676,CAN1,003,FD,10,73 09 00 0D BC BB 55 3E 8A BF 00 00 30 CC 65 01
2026-07-05 16:43:54.902,CAN1,003,FD,10,73 09 00 0E BC BB 55 3E 8D BF 00 00 30 9D 65 01
2026-07-05 16:43:55.126,CAN1,003,FD,10,73 09 00 0F BC BB 55 3E BB BF 00 00 30 85 65 01
2026-07-05 16:43:55.351,CAN1,003,FD,10,73 09 00 10 BC BB 55 3E C3 BF 00 00 30 D6 65 01
2026-07-05 16:43:55.575,CAN1,003,FD,10,73 09 00 11 BC BB 55 3E AC BF 00 00 30 A8 65 01
2026-07-05 16:43:55.801,CAN1,003,FD,10,73 09 00 12 BC BB 55 3E 8F BF 00 00 30 1E 65 01
2026-07-05 16:43:56.025,CAN1,003,FD,10,73 09 00 13 BC BB 55 3E A9 BF 00 00 30 7A 65 01
2026-07-05 16:43:56.250,CAN1,003,FD,10,73 09 00 14 BC BB 55 3E C7 BF 00 00 30 C9 65 01
2026-07-05 16:43:56.474,CAN1,003,FD,10,73 09 00 15 BC BB 55 3E B2 BF 00 00 30 76 65 01
2026-07-05 16:43:56.700,CAN1,003,FD,10,73 09 00 16 BC BB 55 3E A3 BF 00 00 30 C7 65 01
2026-07-05 16:43:56.924,CAN1,003,FD,10,73 09 00 17 BC BB 55 3E A5 BF 00 00 30 5B 65 01
2026-07-05 16:43:57.148,CAN1,003,FD,10,73 09 00 18 BC BB 55 3E 97 BF 00 00 30 5C 65 01
2026-07-05 16:43:57.373,CAN1,003,FD,10,73 09 00 19 BC BB 55 3E AA BF 00 00 30 34 65 01
2026-07-05 16:43:57.598,CAN1,003,FD,10,73 09 00 1A BC BB 55 3E 9B BF 00 00 30 7D 65 01
2026-07-05 16:43:57.823,CAN1,003,FD,10,73 09 00 1B BC BB 55 3E AB BF 00 00 30 F9 65 01
2026-07-05 16:43:58.047,CAN1,003,FD,10,73 09 00 1C BC BB 55 3E 9D BF 00 00 30 E1 65 01
2026-07-05 16:43:58.272,CAN1,003,FD,10,73 09 00 1D BC BB 55 3E 9A BF 00 00 30 B0 65 01
2026-07-05 16:43:58.497,CAN1,003,FD,10,73 09 00 1E BC BB 55 3E 8F BF 00 00 30 1E 65 01
2026-07-05 16:43:58.722,CAN1,003,FD,10,73 09 00 1F BC BB 55 3E 8C BF 00 00 30 50 65 01
2026-07-05 16:43:58.946,CAN1,003,FD,10,73 09 00 20 BC BB 55 3E 92 BF 00 00 30 8E 65 01
2026-07-05 16:43:59.171,CAN1,003,FD,10,73 09 00 21 BC BB 55 3E AB BF 00 00 30 F9 65 01
2026-07-05 16:43:59.396,CAN1,003,FD,10,73 09 00 22 BC BB 55 3E 91 BF 00 00 30 C0 65 01
2026-07-05 16:43:59.621,CAN1,003,FD,10,73 09 00 23 BC BB 55 3E B3 BF 00 00 30 BB 65 01
2026-07-05 16:43:59.845,CAN1,003,FD,10,73 09 00 24 BC BB 55 3E 9F BF 00 00 30 62 65 01
2026-07-05 16:44:00.070,CAN1,003,FD,10,73 09 00 25 BC BB 55 3E 92 BF 00 00 30 8E 65 01
2026-07-05 16:44:00.295,CAN1,003,FD,10,73 09 00 26 BC BB 55 3E 8E BF 00 00 30 D3 65 01
2026-07-05 16:44:00.520,CAN1,003,FD,10,73 09 00 27 BC BB 55 3E 9C BF 00 00 30 2C 65 01
2026-07-05 16:44:00.744,CAN1,003,FD,10,73 09 00 28 BC BB 55 3E 92 BF 00 00 30 8E 65 01
2026-07-05 16:44:00.968,CAN1,003,FD,10,73 09 00 29 BC BB 55 3E 8C BF 00 00 30 50 65 01
2026-07-05 16:44:01.194,CAN1,003,FD,10,73 09 00 2A BC BB 55 3E 9F BF 00 00 30 62 65 01
2026-07-05 16:45:48.943,CAN1,003,FD,10,73 09 00 2B BC BB 55 3E 8F BF 00 00 30 1E 65 01
2026-07-05 16:45:48.944,CAN1,003,FD,10,73 09 00 2C BC BB 55 3E 81 BF 00 00 30 BC 65 01
2026-07-05 16:45:48.944,CAN1,003,FD,10,73 09 00 2D BC BB 55 3E 8A BF 00 00 30 CC 65 01
2026-07-05 16:45:48.945,CAN1,003,FD,10,73 09 00 2E BC BB 55 3E 93 BF 00 00 30 43 65 00
2026-07-05 16:45:48.945,CAN1,003,FD,10,73 09 00 2F BC BB 55 3E 8F BF 00 00 30 1E 65 00
2026-07-05 16:45:48.946,CAN1,003,FD,10,73 09 00 30 BC BB 55 3E 93 BF 00 00 30 43 65 01
2026-07-05 16:45:49.058,CAN1,003,FD,10,73 09 00 31 BC BB 55 3E F0 BF 00 00 30 1C 65 01
2026-07-05 16:45:49.283,CAN1,003,FD,10,73 09 00 32 BC BB 55 3E F6 BF 00 00 30 80 65 01
2026-07-05 16:45:49.508,CAN1,003,FD,10,73 09 00 33 BC BB 55 3E F9 BF 00 00 30 EF 65 01
2026-07-05 16:45:49.733,CAN1,003,FD,10,73 09 00 34 BC BB 55 3E F0 BF 00 00 30 1C 65 01
2026-07-05 16:45:49.957,CAN1,003,FD,10,73 09 00 35 BC BB 55 3E F8 BF 00 00 30 22 65 01
2026-07-05 16:45:50.182,CAN1,003,FD,10,73 09 00 36 BC BB 55 3E EC BF 00 00 30 41 65 01
2026-07-05 16:45:50.407,CAN1,003,FD,10,73 09 00 37 BC BB 55 3E F2 BF 00 00 30 9F 65 01
